,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,family_type,family_size,emp_years,income_per_capita,hold_period,credit
23401,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,20.0,0.0
23402,F,30,1,265500.0,NY,Higher education,House / apartment,Managers,1,Married,3.0,11,0.3333333333333333,48.0,2.0
23403,F,50,0,45000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,10,0.0,33.0,2.0
23404,F,30,1,67500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Civil marriage,3.0,2,0.3333333333333333,12.0,2.0
23405,F,40,1,157500.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,3.0,1,0.3333333333333333,6.0,2.0
23406,M,40,0,135000.0,NN,Secondary / secondary special,House / apartment,Working,2,Married,2.0,5,0.0,36.0,2.0
23407,M,20,0,112500.0,NY,Secondary / secondary special,With parents,Low-skill Laborers,3,Married,2.0,0,0.0,42.0,2.0
23408,M,40,2,135000.0,YN,Secondary / secondary special,With parents,Working,2,Married,4.0,1,0.5,28.0,2.0
23409,M,40,2,126000.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,4.0,9,0.5,7.0,2.0
23410,F,50,0,135000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Widow,1.0,13,0.0,59.0,2.0
23411,M,20,0,225000.0,YY,Higher education,House / apartment,Core staff,1,Single / not married,1.0,4,0.0,28.0,1.0
23412,F,50,0,157500.0,NY,Secondary / secondary special,House / apartment,State servant,1,Married,2.0,9,0.0,49.0,2.0
23413,M,40,2,360000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,4.0,6,0.5,21.0,2.0
23414,F,40,0,81000.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,28,0.0,49.0,2.0
23415,F,30,1,81000.0,NN,Higher education,With parents,Core staff,1,Married,3.0,6,0.3333333333333333,45.0,0.0
23416,F,50,0,76500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,6.0,2.0
23417,F,60,0,112500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,13.0,1.0
23418,F,50,0,202500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,44.0,2.0
23419,F,50,0,135000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,58.0,2.0
23420,F,30,1,360000.0,YY,Higher education,House / apartment,Working,2,Married,3.0,6,0.3333333333333333,8.0,1.0
23421,F,30,0,292500.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,9,0.0,60.0,2.0
23422,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,44.0,0.0
23423,M,30,1,135000.0,NN,Secondary / secondary special,House / apartment,Security staff,2,Married,3.0,0,0.3333333333333333,11.0,2.0
23424,F,20,0,112500.0,NY,Secondary / secondary special,With parents,Working,2,Married,2.0,1,0.0,26.0,1.0
23425,F,30,1,157500.0,NN,Higher education,House / apartment,High skill tech staff,1,Married,3.0,4,0.3333333333333333,42.0,2.0
23426,F,30,1,45000.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,1,0.3333333333333333,9.0,2.0
23427,M,40,1,157500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,3,0.3333333333333333,2.0,1.0
23428,M,30,2,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,1,0.5,17.0,2.0
23429,F,40,2,121500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,1,0.5,8.0,2.0
23430,F,40,2,450000.0,YY,Higher education,House / apartment,Commercial associate,2,Married,4.0,7,0.5,47.0,2.0
23431,M,40,1,427500.0,YY,Secondary / secondary special,House / apartment,Working,2,Civil marriage,3.0,1,0.3333333333333333,17.0,0.0
23432,M,40,1,315000.0,YY,Higher education,House / apartment,Managers,1,Separated,2.0,6,0.5,35.0,1.0
23433,M,30,0,360000.0,NN,Secondary / secondary special,Rented apartment,Drivers,2,Married,2.0,2,0.0,12.0,2.0
23434,M,60,0,72900.0,NY,Lower secondary,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,49.0,2.0
23435,M,50,1,315000.0,NN,Higher education,House / apartment,Commercial associate,2,Married,3.0,0,0.3333333333333333,15.0,2.0
23436,F,60,0,103500.0,NN,Higher education,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,39.0,2.0
23437,F,40,0,157500.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,2,0.0,32.0,2.0
23438,F,20,0,99000.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Single / not married,1.0,6,0.0,44.0,0.0
23439,F,40,2,360000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,1,0.5,28.0,2.0
23440,F,30,0,306000.0,NN,Higher education,House / apartment,Medicine staff,1,Married,2.0,15,0.0,10.0,1.0
23441,M,30,1,180000.0,YN,Higher education,House / apartment,Drivers,2,Married,3.0,0,0.3333333333333333,19.0,2.0
23442,M,40,1,117000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,3.0,4,0.3333333333333333,4.0,1.0
23443,M,30,0,315000.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,14,0.0,6.0,2.0
23444,F,30,2,144000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,10,0.5,52.0,2.0
23445,F,30,2,270000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Separated,3.0,0,0.6666666666666666,13.0,2.0
23446,F,20,0,126000.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,1,0.0,29.0,2.0
23447,F,30,0,270000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Single / not married,1.0,2,0.0,46.0,2.0
23448,M,40,0,270000.0,NN,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,3,0.0,18.0,0.0
23449,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Separated,1.0,3,0.0,19.0,2.0
23450,M,40,0,315000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,14,0.0,25.0,2.0
23451,F,60,0,38250.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,28.0,0.0
23452,F,30,1,180000.0,NY,Higher education,House / apartment,Accountants,1,Married,3.0,8,0.3333333333333333,52.0,2.0
23453,F,30,1,270000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,4,0.3333333333333333,-0.0,1.0
23454,M,20,0,135000.0,NY,Incomplete higher,House / apartment,High skill tech staff,1,Single / not married,1.0,0,0.0,15.0,1.0
23455,M,20,0,157500.0,NY,Secondary / secondary special,With parents,Laborers,3,Civil marriage,2.0,0,0.0,3.0,0.0
23456,M,50,0,225000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,32,0.0,35.0,2.0
23457,F,60,0,67500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,11.0,1.0
23458,M,50,0,135000.0,YY,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Married,2.0,8,0.0,15.0,0.0
23459,F,60,0,99000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,32.0,2.0
23460,M,30,2,157500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,12,0.5,58.0,0.0
23461,M,50,0,157500.0,YN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,5,0.0,39.0,2.0
23462,F,30,3,135000.0,YN,Secondary / secondary special,House / apartment,Sales staff,2,Married,5.0,8,0.6,55.0,2.0
23463,F,60,0,76500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,59.0,1.0
23464,F,50,0,157500.0,YY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,2.0,3,0.0,7.0,2.0
23465,F,40,1,225000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Civil marriage,3.0,5,0.3333333333333333,18.0,2.0
23466,M,30,1,130500.0,NN,Incomplete higher,Rented apartment,Working,2,Married,3.0,4,0.3333333333333333,36.0,2.0
23467,F,20,1,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,2,0.3333333333333333,10.0,2.0
23468,F,40,0,135000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,9,0.0,18.0,0.0
23469,F,50,0,315000.0,NY,Secondary / secondary special,Municipal apartment,Pensioner,1,Married,2.0,-1000,0.0,9.0,1.0
23470,F,40,0,45000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,3,0.0,1.0,1.0
23471,M,40,0,315000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,6,0.0,39.0,2.0
23472,F,30,0,202500.0,NN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,6,0.0,5.0,0.0
23473,F,60,0,157500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,30.0,2.0
23474,M,30,0,247500.0,YY,Secondary / secondary special,House / apartment,High skill tech staff,1,Civil marriage,2.0,4,0.0,47.0,2.0
23475,F,20,0,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,2,0.0,12.0,1.0
23476,F,40,1,157500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,3.0,4,0.3333333333333333,4.0,2.0
23477,F,20,0,252000.0,YN,Higher education,House / apartment,Managers,1,Single / not married,1.0,0,0.0,7.0,2.0
23478,F,40,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,34.0,2.0
23479,F,50,0,180000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,39.0,2.0
23480,F,40,0,270000.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,1,0.0,8.0,1.0
23481,F,50,0,157500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,43.0,2.0
23482,F,50,0,135000.0,YY,Higher education,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,26.0,2.0
23483,M,20,1,135000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,2,0.3333333333333333,3.0,1.0
23484,M,40,1,202500.0,YY,Incomplete higher,House / apartment,Working,2,Married,3.0,2,0.3333333333333333,48.0,2.0
23485,M,40,2,135000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,10,0.5,22.0,2.0
23486,F,30,1,225000.0,YN,Higher education,With parents,Secretaries,2,Married,3.0,5,0.3333333333333333,31.0,2.0
23487,F,50,0,202500.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,17,0.0,50.0,2.0
23488,F,30,2,225000.0,YY,Secondary / secondary special,House / apartment,Working,2,Married,4.0,16,0.5,33.0,2.0
23489,F,40,0,292500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,2.0,2,0.0,43.0,2.0
23490,M,50,0,216000.0,NY,Higher education,House / apartment,Managers,1,Married,2.0,20,0.0,1.0,1.0
23491,F,30,0,540000.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,6,0.0,5.0,0.0
23492,M,40,0,247500.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,1,0.0,37.0,2.0
23493,M,30,0,247500.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,14,0.0,19.0,2.0
23494,F,30,1,90000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,2,0.3333333333333333,37.0,2.0
23495,F,40,0,225000.0,YY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,6,0.0,16.0,2.0
23496,M,20,0,176400.0,YY,Higher education,Rented apartment,Sales staff,2,Married,2.0,0,0.0,5.0,1.0
23497,M,30,2,315000.0,YY,Higher education,House / apartment,High skill tech staff,1,Married,4.0,5,0.5,20.0,2.0
23498,F,50,0,112500.0,YY,Secondary / secondary special,House / apartment,Working,2,Widow,1.0,7,0.0,3.0,1.0
23499,M,50,0,315000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,3,0.0,-0.0,1.0
23500,M,50,0,202500.0,NY,Secondary / secondary special,Rented apartment,Commercial associate,2,Single / not married,1.0,4,0.0,25.0,0.0
23501,F,60,0,162000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,24.0,2.0
23502,F,40,0,202500.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Separated,1.0,8,0.0,7.0,2.0
23503,M,30,1,360000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,3.0,6,0.3333333333333333,23.0,2.0
23504,F,50,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,57.0,2.0
23505,M,40,0,180000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,8,0.0,48.0,2.0
23506,M,20,0,202500.0,NN,Secondary / secondary special,With parents,Commercial associate,2,Single / not married,1.0,2,0.0,25.0,2.0
23507,F,50,0,270000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,43.0,2.0
23508,M,30,1,63000.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,2.0,2,0.5,8.0,2.0
23509,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,15,0.0,5.0,2.0
23510,F,40,0,189000.0,YN,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,1,0.0,42.0,2.0
23511,F,40,1,270000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,7,0.3333333333333333,32.0,2.0
23512,F,30,0,247500.0,NY,Higher education,House / apartment,Laborers,3,Single / not married,1.0,10,0.0,52.0,0.0
23513,M,20,0,157500.0,YN,Incomplete higher,With parents,Drivers,2,Married,2.0,2,0.0,41.0,0.0
23514,M,50,0,135000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,3,0.0,35.0,1.0
23515,F,60,0,234000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Widow,1.0,28,0.0,54.0,2.0
23516,F,50,0,90000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,2,0.0,27.0,0.0
23517,F,40,0,162000.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,4,0.0,3.0,1.0
23518,M,20,0,225000.0,NN,Incomplete higher,House / apartment,Sales staff,2,Married,2.0,0,0.0,42.0,1.0
23519,M,40,1,270000.0,YN,Secondary / secondary special,Office apartment,Managers,1,Married,3.0,18,0.3333333333333333,55.0,0.0
23520,M,40,1,225000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,4,0.3333333333333333,46.0,1.0
23521,M,40,0,328500.0,YN,Higher education,House / apartment,Working,2,Married,2.0,7,0.0,26.0,0.0
23522,F,40,0,324000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Separated,1.0,4,0.0,32.0,2.0
23523,M,50,0,126000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,26.0,2.0
23524,F,50,0,202500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,24,0.0,38.0,2.0
23525,F,50,0,225000.0,NY,Higher education,House / apartment,State servant,1,Married,2.0,6,0.0,4.0,2.0
23526,F,50,0,45000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,39.0,2.0
23527,F,60,0,67500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,10.0,2.0
23528,F,40,1,315000.0,YY,Higher education,House / apartment,State servant,1,Widow,2.0,1,0.5,51.0,1.0
23529,F,30,0,135000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,6,0.0,20.0,2.0
23530,F,40,0,225000.0,NY,Higher education,House / apartment,Managers,1,Married,2.0,8,0.0,7.0,2.0
23531,F,40,0,387000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Separated,1.0,1,0.0,56.0,2.0
23532,F,50,0,315000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,52.0,0.0
23533,M,40,0,405000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,1,0.0,2.0,0.0
23534,F,60,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,43.0,1.0
23535,F,30,2,90000.0,NY,Secondary / secondary special,With parents,Medicine staff,1,Married,4.0,1,0.5,19.0,0.0
23536,F,30,1,144000.0,YY,Higher education,House / apartment,Core staff,1,Separated,2.0,11,0.5,7.0,1.0
23537,F,50,0,90000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,9.0,2.0
23538,M,40,2,216000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,2,0.5,3.0,1.0
23539,F,30,2,157500.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Single / not married,3.0,9,0.6666666666666666,2.0,1.0
23540,F,50,0,261000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Separated,1.0,5,0.0,24.0,2.0
23541,M,30,0,247500.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,9,0.0,23.0,0.0
23542,F,40,0,270000.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,19,0.0,37.0,2.0
23543,F,40,1,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,3.0,17,0.3333333333333333,32.0,2.0
23544,F,30,0,247500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,7,0.0,27.0,2.0
23545,F,40,0,225000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,23,0.0,56.0,2.0
23546,F,30,0,157500.0,YN,Secondary / secondary special,House / apartment,Commercial associate,2,Civil marriage,2.0,5,0.0,26.0,2.0
23547,F,30,2,135000.0,YN,Higher education,House / apartment,Accountants,1,Married,4.0,13,0.5,53.0,2.0
23548,F,50,0,76500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,8.0,0.0
23549,F,40,0,94500.0,NN,Secondary / secondary special,House / apartment,Waiters/barmen staff,3,Married,2.0,4,0.0,8.0,1.0
23550,M,20,0,76500.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,3,0.0,3.0,1.0
23551,F,30,0,135000.0,YY,Secondary / secondary special,House / apartment,Private service staff,2,Married,2.0,4,0.0,13.0,2.0
23552,F,30,0,180000.0,YN,Higher education,With parents,Accountants,1,Married,2.0,2,0.0,11.0,2.0
23553,F,20,0,202500.0,YY,Higher education,House / apartment,Accountants,1,Single / not married,1.0,10,0.0,2.0,1.0
23554,M,30,1,135000.0,YY,Higher education,House / apartment,Managers,1,Married,3.0,0,0.3333333333333333,53.0,2.0
23555,F,60,0,135000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,23.0,2.0
23556,F,30,0,270000.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Single / not married,1.0,5,0.0,51.0,2.0
23557,F,30,2,202500.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,7,0.5,50.0,0.0
23558,F,30,2,675000.0,YY,Higher education,House / apartment,HR staff,1,Married,4.0,3,0.5,6.0,2.0
23559,F,40,2,171000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,4.0,3,0.5,57.0,2.0
23560,M,40,0,315000.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,9,0.0,6.0,0.0
23561,F,50,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,56.0,0.0
23562,F,40,0,90000.0,NY,Lower secondary,House / apartment,Medicine staff,1,Married,2.0,6,0.0,53.0,2.0
23563,F,30,2,135000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,8,0.5,52.0,2.0
23564,M,40,0,180000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,8,0.0,19.0,1.0
23565,M,20,0,180000.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,6,0.0,44.0,1.0
23566,F,30,0,108000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,2.0,6,0.0,47.0,2.0
23567,M,20,0,180000.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,6,0.0,52.0,1.0
23568,M,50,0,135000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,9,0.0,53.0,2.0
23569,M,40,1,189000.0,YY,Incomplete higher,House / apartment,Working,2,Married,3.0,6,0.3333333333333333,48.0,0.0
23570,M,30,1,135000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,14,0.3333333333333333,39.0,2.0
23571,M,30,1,225000.0,YN,Secondary / secondary special,House / apartment,Managers,1,Married,3.0,7,0.3333333333333333,15.0,2.0
23572,F,50,0,45000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,10,0.0,49.0,1.0
23573,M,20,1,198000.0,NY,Incomplete higher,House / apartment,Managers,1,Single / not married,2.0,0,0.5,24.0,1.0
23574,F,40,0,238500.0,YY,Secondary / secondary special,Rented apartment,Laborers,3,Married,2.0,10,0.0,32.0,2.0
23575,F,60,0,135000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,53.0,2.0
23576,F,60,0,166500.0,NN,Secondary / secondary special,House / apartment,Working,2,Married,2.0,14,0.0,58.0,2.0
23577,F,40,0,270000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,27,0.0,19.0,2.0
23578,F,50,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,13.0,2.0
23579,F,60,0,180000.0,NY,Higher education,House / apartment,Secretaries,2,Widow,1.0,5,0.0,49.0,1.0
23580,M,30,0,135000.0,YN,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,0,0.0,11.0,1.0
23581,F,40,0,180000.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Single / not married,1.0,16,0.0,18.0,2.0
23582,F,20,1,180000.0,NN,Secondary / secondary special,Rented apartment,Laborers,3,Married,3.0,3,0.3333333333333333,37.0,0.0
23583,F,20,1,112500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,2,0.3333333333333333,51.0,2.0
23584,F,50,0,270000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,25.0,2.0
23585,M,60,0,162000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,20.0,2.0
23586,F,40,1,225000.0,YN,Secondary / secondary special,House / apartment,Managers,1,Separated,2.0,10,0.5,16.0,2.0
23587,M,30,0,202500.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,2,0.0,7.0,1.0
23588,F,20,0,135000.0,NN,Higher education,House / apartment,Core staff,1,Single / not married,1.0,1,0.0,7.0,1.0
23589,F,50,1,166500.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,3.0,22,0.3333333333333333,2.0,0.0
23590,F,30,1,247500.0,NN,Incomplete higher,House / apartment,Commercial associate,2,Married,3.0,6,0.3333333333333333,24.0,2.0
23591,M,30,0,270000.0,YN,Higher education,House / apartment,Commercial associate,2,Separated,1.0,6,0.0,40.0,2.0
23592,M,40,0,202500.0,YY,Higher education,House / apartment,Drivers,2,Married,2.0,8,0.0,10.0,2.0
23593,M,20,0,157500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,2,0.0,5.0,2.0
23594,F,50,0,207000.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Single / not married,1.0,6,0.0,14.0,2.0
23595,F,40,0,202500.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,15,0.0,35.0,2.0
23596,M,20,0,184500.0,NN,Secondary / secondary special,With parents,Commercial associate,2,Civil marriage,2.0,0,0.0,2.0,1.0
23597,M,20,0,382500.0,YY,Higher education,House / apartment,Laborers,3,Married,2.0,6,0.0,12.0,1.0
23598,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,1.0,1.0
23599,F,30,0,202500.0,NY,Higher education,House / apartment,High skill tech staff,1,Married,2.0,1,0.0,19.0,2.0
23600,F,40,0,72000.0,YN,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,0,0.0,6.0,2.0
23601,F,50,0,135000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,5,0.0,5.0,0.0
23602,M,40,1,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,5,0.3333333333333333,11.0,2.0
23603,F,50,0,292500.0,YY,Higher education,House / apartment,Working,2,Married,2.0,12,0.0,45.0,2.0
23604,F,50,0,135000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,23.0,2.0
23605,F,20,1,120150.0,NY,Higher education,House / apartment,Core staff,1,Married,3.0,3,0.3333333333333333,28.0,2.0
23606,F,60,0,216000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,12.0,2.0
23607,M,20,0,247500.0,NY,Incomplete higher,House / apartment,Core staff,1,Married,2.0,1,0.0,5.0,2.0
23608,M,60,0,99000.0,YN,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,50.0,0.0
23609,F,50,0,126000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,17.0,2.0
23610,F,40,0,67500.0,YN,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,5,0.0,33.0,2.0
23611,M,20,1,90000.0,YN,Secondary / secondary special,With parents,Laborers,3,Married,3.0,2,0.3333333333333333,5.0,2.0
23612,F,40,0,180000.0,YN,Secondary / secondary special,House / apartment,Core staff,1,Separated,1.0,18,0.0,2.0,0.0
23613,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,22.0,2.0
23614,F,50,0,180000.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Married,2.0,7,0.0,38.0,0.0
23615,M,40,2,270000.0,YY,Incomplete higher,House / apartment,Managers,1,Married,4.0,3,0.5,52.0,2.0
23616,M,30,0,261000.0,YN,Higher education,Municipal apartment,Core staff,1,Married,2.0,7,0.0,54.0,0.0
23617,F,30,1,135000.0,NY,Higher education,House / apartment,Core staff,1,Married,3.0,9,0.3333333333333333,27.0,2.0
23618,F,30,0,445500.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,1,0.0,16.0,2.0
23619,F,50,0,193500.0,NY,Higher education,House / apartment,High skill tech staff,1,Married,2.0,19,0.0,57.0,2.0
23620,M,50,0,225000.0,YY,Higher education,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,13.0,0.0
23621,M,40,3,450000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Civil marriage,5.0,8,0.6,3.0,0.0
23622,M,40,1,112500.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,4,0.3333333333333333,7.0,2.0
23623,F,50,0,135000.0,NY,Higher education,House / apartment,Commercial associate,2,Single / not married,1.0,0,0.0,14.0,0.0
